FBID,female_narrow_heritability,male_narrow_heritability
FBgn0033312,0.070,0.000
FBgn0033313,0.139,0.071
FBgn0033315,0.065,0.000
FBgn0033316,0.261,0.037
FBgn0033317,0.030,0.052
FBgn0033320,0.219,0.163
FBgn0033321,0.049,0.000
FBgn0033322,0.002,0.296
FBgn0033323,0.000,0.205
FBgn0033324,0.013,0.045
FBgn0033326,0.165,0.072
FBgn0033327,0.098,0.046
FBgn0033330,0.000,0.417
FBgn0033337,0.008,0.186
FBgn0033339,0.084,0.300
FBgn0033340,0.000,0.091
FBgn0033341,0.087,0.000
FBgn0033342,0.170,0.000
FBgn0033344,0.000,0.195
FBgn0033347,0.000,0.088
FBgn0033348,0.185,0.042
FBgn0033349,0.186,0.033
FBgn0033350,0.003,0.153
FBgn0033351,0.155,0.024
FBgn0033352,0.000,0.116
FBgn0033353,0.317,0.206
FBgn0033354,0.509,0.691
FBgn0033355,0.000,0.319
FBgn0033356,0.326,0.208
FBgn0033357,0.005,0.000
FBgn0033358,0.000,0.007
FBgn0033359,0.000,0.058
FBgn0033362,0.000,0.037
FBgn0033363,0.000,0.000
FBgn0033364,0.000,0.321
FBgn0033365,0.004,0.106
FBgn0033366,0.276,0.300
FBgn0033367,0.392,0.476
FBgn0033368,0.140,0.156
FBgn0033369,0.000,0.233
FBgn0033371,0.001,0.429
FBgn0033372,0.034,0.000
FBgn0033373,0.000,0.000
FBgn0033374,0.347,0.120
FBgn0033375,0.084,0.000
FBgn0033376,0.000,0.038
FBgn0033377,0.030,0.293
FBgn0033378,0.116,0.152
FBgn0033379,0.106,0.000
FBgn0033380,0.084,0.000
FBgn0033381,0.272,0.284
FBgn0033382,0.322,0.304
FBgn0033387,0.236,0.148
FBgn0033388,0.000,0.002
FBgn0033389,0.008,0.043
FBgn0033392,0.339,0.114
FBgn0033395,0.167,0.210
FBgn0033397,0.339,0.469
FBgn0033400,0.030,0.033
FBgn0033401,0.000,0.046
FBgn0033402,0.294,0.350
FBgn0033403,0.000,0.000
FBgn0033404,0.000,0.000
FBgn0033408,0.000,0.055
FBgn0033412,0.000,0.088
FBgn0033413,0.148,0.145
FBgn0033421,0.359,0.564
FBgn0033422,0.000,0.177
FBgn0033423,0.160,0.336
FBgn0033426,0.128,0.381
FBgn0033427,0.109,0.109
FBgn0033428,0.108,0.096
FBgn0033429,0.095,0.003
FBgn0033431,0.207,0.229
FBgn0033434,0.283,0.341
FBgn0033437,0.342,0.363
FBgn0033438,0.284,0.067
FBgn0033439,0.141,0.017
FBgn0033440,0.000,0.172
FBgn0033442,0.000,0.343
FBgn0033443,0.113,0.068
FBgn0033446,0.514,0.489
FBgn0033447,0.000,0.230
FBgn0033448,0.072,0.241
FBgn0033449,0.251,0.126
FBgn0033450,0.436,0.400
FBgn0033451,0.315,0.278
FBgn0033452,0.116,0.000
FBgn0033453,0.454,0.487
FBgn0033454,0.222,0.069
FBgn0033457,0.083,0.075
FBgn0033458,0.948,0.119
FBgn0033459,0.434,0.309
FBgn0033460,0.024,0.200
FBgn0033461,0.029,0.164
FBgn0033463,0.000,0.000
FBgn0033464,0.000,0.299
FBgn0033465,0.203,0.326
FBgn0033466,0.120,0.126
FBgn0033467,0.226,0.016
FBgn0033468,0.000,0.150
FBgn0033469,0.000,0.000
FBgn0033471,0.387,0.000
FBgn0033473,0.431,0.200
FBgn0033474,0.081,0.374
FBgn0033475,0.634,0.340
FBgn0033476,0.192,0.181
FBgn0033479,0.122,0.081
FBgn0033480,0.101,0.000
FBgn0033481,0.000,0.000
FBgn0033482,0.105,0.076
FBgn0033483,0.247,0.068
FBgn0033484,0.317,0.184
FBgn0033485,0.000,0.000
FBgn0033486,0.137,0.018
FBgn0033490,0.097,0.524
FBgn0033491,0.220,0.019
FBgn0033494,0.166,0.145
FBgn0033495,0.420,0.225
FBgn0033497,0.036,0.002
FBgn0033498,0.103,0.097
FBgn0033499,0.000,0.138
FBgn0033500,0.053,0.000
FBgn0033501,0.015,0.089
FBgn0033502,0.084,0.069
FBgn0033507,0.328,0.046
FBgn0033508,0.000,0.052
FBgn0033515,0.167,0.000
FBgn0033516,0.023,0.031
FBgn0033518,0.052,0.050
FBgn0033519,0.537,0.162
FBgn0033520,0.376,0.646
FBgn0033521,0.052,0.294
FBgn0033523,0.000,0.217
FBgn0033524,0.119,0.145
FBgn0033526,0.242,0.352
FBgn0033527,0.030,0.175
FBgn0033528,0.000,0.000
FBgn0033529,0.026,0.103
FBgn0033538,0.371,0.000
FBgn0033539,0.120,0.004
FBgn0033540,0.331,0.204
FBgn0033541,0.413,0.578
FBgn0033542,0.137,0.503
FBgn0033543,0.237,0.180
FBgn0033544,0.060,0.215
FBgn0033547,0.102,0.028
FBgn0033548,0.119,0.000
FBgn0033549,0.205,0.000
FBgn0033550,0.000,0.000
FBgn0033551,0.243,0.377
FBgn0033554,0.097,0.000
FBgn0033555,0.058,0.060
FBgn0033556,0.023,0.047
FBgn0033557,0.372,0.000
FBgn0033558,0.000,0.067
FBgn0033564,0.128,0.191
FBgn0033566,0.162,0.021
FBgn0033569,0.246,0.101
FBgn0033570,0.032,0.356
FBgn0033571,0.132,0.000
FBgn0033572,0.000,0.159
FBgn0033573,0.157,0.010
FBgn0033574,0.264,0.373
FBgn0033578,0.000,0.000
FBgn0033579,0.000,0.173
FBgn0033580,0.000,0.010
FBgn0033581,0.051,0.042
FBgn0033582,0.088,0.089
FBgn0033584,0.329,0.190
FBgn0033587,0.000,0.022
FBgn0033588,0.000,0.012
FBgn0033589,0.001,0.011
FBgn0033590,0.135,0.085
FBgn0033591,0.000,0.000
FBgn0033592,0.007,0.009
FBgn0033593,0.366,0.490
FBgn0033594,0.069,0.000
FBgn0033597,0.328,0.103
FBgn0033598,0.113,0.030
FBgn0033599,0.175,0.027
FBgn0033600,0.073,0.000
FBgn0033601,0.148,0.000
FBgn0033602,0.024,0.192
FBgn0033603,0.128,0.452
FBgn0033605,0.031,0.148
FBgn0033607,0.107,0.000
FBgn0033608,0.017,0.094
FBgn0033609,0.136,0.189
FBgn0033610,0.084,0.285
FBgn0033614,0.038,0.000
FBgn0033615,0.199,0.039
FBgn0033616,0.224,0.117
FBgn0033623,0.065,0.106
FBgn0033624,0.000,0.216
FBgn0033627,0.002,0.131
FBgn0033628,0.045,0.084
FBgn0033629,0.000,0.029
FBgn0033631,0.511,0.402
FBgn0033633,0.031,0.041
FBgn0033635,0.384,0.218
FBgn0033636,0.000,0.123
FBgn0033638,0.110,0.312
FBgn0033639,0.116,0.179
FBgn0033640,0.048,0.000
FBgn0033644,0.237,0.071
FBgn0033645,0.185,0.217
FBgn0033648,0.000,0.000
FBgn0033649,0.064,0.028
FBgn0033650,0.051,0.000
FBgn0033651,0.018,0.020
FBgn0033652,0.053,0.000
FBgn0033653,0.076,0.120
FBgn0033654,0.000,0.000
FBgn0033656,0.000,0.008
FBgn0033657,0.035,0.000
FBgn0033658,0.000,0.000
FBgn0033659,0.153,0.236
FBgn0033661,0.322,0.140
FBgn0033663,0.060,0.213
FBgn0033665,0.093,0.124
FBgn0033667,0.042,0.061
FBgn0033668,0.087,0.115
FBgn0033669,0.094,0.082
FBgn0033672,0.001,0.054
FBgn0033673,0.179,0.305
FBgn0033674,0.658,0.069
FBgn0033677,0.018,0.123
FBgn0033679,0.015,0.126
FBgn0033680,0.121,0.495
FBgn0033683,0.214,0.160
FBgn0033685,0.194,0.000
FBgn0033686,0.341,0.183
FBgn0033687,0.098,0.198
FBgn0033688,0.031,0.110
FBgn0033690,0.032,0.000
FBgn0033691,0.002,0.000
FBgn0033692,0.171,0.412
FBgn0033696,0.308,0.649
FBgn0033697,0.126,0.263
FBgn0033698,0.262,0.200
FBgn0033699,0.065,0.091
FBgn0033701,0.019,0.000
FBgn0033702,0.259,0.125
FBgn0033703,0.000,0.098
FBgn0033705,0.000,0.510
FBgn0033706,0.017,0.314
FBgn0033708,0.000,0.421
FBgn0033710,0.181,0.119
FBgn0033712,0.026,0.226
FBgn0033713,0.083,0.000
FBgn0033715,0.312,0.000
FBgn0033716,0.186,0.162
FBgn0033717,0.061,0.197
FBgn0033718,0.183,0.301
FBgn0033720,0.000,0.057
FBgn0033721,0.034,0.179
FBgn0033723,0.000,0.000
FBgn0033724,0.071,0.016
FBgn0033725,0.000,0.026
FBgn0033726,0.000,0.015
FBgn0033727,0.030,0.069
FBgn0033728,0.384,0.579
FBgn0033729,0.000,0.050
FBgn0033730,0.082,0.094
FBgn0033731,0.128,0.000
FBgn0033732,0.042,0.016
FBgn0033733,0.325,0.314
FBgn0033734,0.110,0.340
FBgn0033735,0.113,0.149
FBgn0033736,0.074,0.000
FBgn0033737,0.157,0.149
FBgn0033738,0.042,0.205
FBgn0033739,0.088,0.007
FBgn0033740,0.190,0.035
FBgn0033741,0.426,0.067
FBgn0033742,0.206,0.225
FBgn0033744,0.236,0.007
FBgn0033748,0.002,0.126
FBgn0033749,0.079,0.220
FBgn0033750,0.033,0.029
FBgn0033751,0.054,0.182
FBgn0033752,0.284,0.023
FBgn0033753,0.107,0.091
FBgn0033754,0.131,0.033
FBgn0033755,0.133,0.150
FBgn0033756,0.000,0.051
FBgn0033757,0.171,0.000
FBgn0033760,0.207,0.211
FBgn0033761,0.000,0.081
FBgn0033762,0.000,0.129
FBgn0033763,0.110,0.060
FBgn0033766,0.201,0.630
FBgn0033767,0.301,0.367
FBgn0033769,0.086,0.223
FBgn0033770,0.092,0.116
FBgn0033773,0.191,0.034
FBgn0033774,0.269,0.319
FBgn0033775,0.147,0.136
FBgn0033777,0.174,0.191
FBgn0033781,0.070,0.025
FBgn0033782,0.369,0.274
FBgn0033783,0.006,0.000
FBgn0033784,0.127,0.388
FBgn0033785,0.678,0.761
FBgn0033787,0.252,0.326
FBgn0033788,0.383,0.371
FBgn0033789,0.263,0.265
FBgn0033791,0.073,0.000
FBgn0033792,0.297,0.282
FBgn0033793,0.117,0.178
FBgn0033794,0.035,0.292
FBgn0033798,0.000,0.101
FBgn0033799,0.472,0.225
FBgn0033802,0.028,0.032
FBgn0033806,0.169,0.122
FBgn0033807,0.103,0.291
FBgn0033808,0.122,0.181
FBgn0033809,0.073,0.199
FBgn0033810,0.160,0.101
FBgn0033812,0.108,0.000
FBgn0033813,0.108,0.101
FBgn0033814,0.165,0.273
FBgn0033815,0.275,0.001
FBgn0033816,0.227,0.337
FBgn0033817,0.000,0.164
FBgn0033818,0.000,0.688
FBgn0033820,0.486,0.451
FBgn0033826,0.591,0.642
FBgn0033827,0.000,0.000
FBgn0033828,0.000,0.000
FBgn0033830,0.109,0.080
FBgn0033834,0.000,0.346
FBgn0033836,0.000,0.021
FBgn0033842,0.005,0.000
FBgn0033844,0.125,0.214
FBgn0033845,0.154,0.348
FBgn0033846,0.122,0.000
FBgn0033848,0.114,0.078
FBgn0033850,0.000,0.000
FBgn0033851,0.000,0.098
FBgn0033853,0.190,0.374
FBgn0033855,0.047,0.012
FBgn0033856,0.000,0.183
FBgn0033859,0.021,0.088
FBgn0033860,0.000,0.445
FBgn0033861,0.084,0.171
FBgn0033862,0.000,0.545
FBgn0033863,0.000,0.769
FBgn0033864,0.000,0.498
FBgn0033865,0.000,0.110
FBgn0033866,0.000,0.119
FBgn0033867,0.022,0.167
FBgn0033868,0.000,0.129
FBgn0033869,0.000,0.065
FBgn0033871,0.197,0.061
FBgn0033872,0.149,0.000
FBgn0033873,0.083,0.238
FBgn0033874,0.101,0.079
FBgn0033875,0.765,0.839
FBgn0033876,0.356,0.001
FBgn0033879,0.126,0.162
FBgn0033880,0.147,0.051
FBgn0033883,0.000,0.146
FBgn0033884,0.194,0.000
FBgn0033885,0.098,0.011
FBgn0033886,0.145,0.093
FBgn0033887,0.161,0.097
FBgn0033888,0.093,0.235
FBgn0033889,0.560,0.371
FBgn0033890,0.266,0.176
FBgn0033891,0.022,0.146
FBgn0033893,0.000,0.000
FBgn0033897,0.007,0.133
FBgn0033899,0.193,0.079
FBgn0033900,0.002,0.188
FBgn0033901,0.177,0.019
FBgn0033902,0.143,0.068
FBgn0033903,0.341,0.000
FBgn0033904,0.059,0.304
FBgn0033905,0.262,0.258
FBgn0033906,0.089,0.038
FBgn0033907,0.000,0.000
FBgn0033911,0.096,0.132
FBgn0033912,0.000,0.000
FBgn0033913,0.468,0.673
FBgn0033915,0.119,0.352
FBgn0033916,0.197,0.479
FBgn0033917,0.436,0.094
FBgn0033918,0.156,0.271
FBgn0033919,0.383,0.247
FBgn0033921,0.156,0.120
FBgn0033924,0.140,0.334
FBgn0033925,0.076,0.151
FBgn0033926,0.716,0.775
FBgn0033928,0.143,0.256
FBgn0033929,0.145,0.141
FBgn0033931,0.001,0.000
FBgn0033932,0.000,0.148
FBgn0033933,0.000,0.101
FBgn0033934,0.161,0.010
FBgn0033935,0.163,0.002
FBgn0033936,0.191,0.045
FBgn0033942,0.050,0.200
FBgn0033943,0.000,0.065
FBgn0033945,0.029,0.073
FBgn0033948,0.189,0.067
FBgn0033949,0.000,0.052
FBgn0033950,0.103,0.073
FBgn0033951,0.154,0.023
FBgn0033952,0.040,0.287
FBgn0033953,0.000,0.335
FBgn0033954,0.000,0.247
FBgn0033955,0.014,0.135
FBgn0033958,0.183,0.056
FBgn0033960,0.068,0.072
FBgn0033961,0.046,0.181
FBgn0033962,0.050,0.000
FBgn0033963,0.029,0.129
FBgn0033968,0.000,0.106
FBgn0033969,0.000,0.118
FBgn0033970,0.092,0.255
FBgn0033971,0.290,0.061
FBgn0033972,0.085,0.139
FBgn0033973,0.000,0.095
FBgn0033978,0.775,0.817
FBgn0033979,0.758,0.000
FBgn0033980,0.882,0.896
FBgn0033981,0.464,0.380
FBgn0033982,0.097,0.125
FBgn0033983,0.000,0.058
FBgn0033984,0.111,0.450
FBgn0033985,0.000,0.074
FBgn0033987,0.361,0.158
FBgn0033988,0.304,0.231
FBgn0033989,0.101,0.060
FBgn0033990,0.115,0.152
FBgn0033993,0.086,0.119
FBgn0033994,0.190,0.136
FBgn0033995,0.064,0.076
FBgn0033996,0.187,0.249
FBgn0033997,0.047,0.162
FBgn0033998,0.007,0.011
FBgn0033999,0.365,0.355
FBgn0034000,0.088,0.007
FBgn0034001,0.031,0.000
FBgn0034002,0.213,0.148
FBgn0034005,0.112,0.043
FBgn0034007,0.062,0.153
FBgn0034008,0.121,0.077
FBgn0034009,0.175,0.158
FBgn0034010,0.005,0.007
FBgn0034011,0.000,0.260
FBgn0034012,0.000,0.062
FBgn0034013,0.000,0.086
FBgn0034021,0.288,0.000
FBgn0034022,0.239,0.162
FBgn0034023,0.076,0.242
FBgn0034025,0.117,0.343
FBgn0034027,0.000,0.000
FBgn0034029,0.074,0.138
FBgn0034030,0.074,0.052
FBgn0034031,0.281,0.281
FBgn0034032,0.178,0.091
FBgn0034033,0.041,0.125
FBgn0034035,0.000,0.000
FBgn0034037,0.019,0.103
FBgn0034045,0.157,0.137
FBgn0034046,0.290,0.311
FBgn0034047,0.000,0.093
FBgn0034049,0.110,0.361
FBgn0034050,0.109,0.082
FBgn0034051,0.095,0.251
FBgn0034052,0.303,0.251
FBgn0034053,0.413,0.447
FBgn0034054,0.139,0.145
FBgn0034057,0.099,0.040
FBgn0034058,0.210,0.000
FBgn0034059,0.058,0.185
FBgn0034060,0.133,0.193
FBgn0034061,0.000,0.000
FBgn0034062,0.113,0.164
FBgn0034063,0.125,0.138
FBgn0034065,0.045,0.000
FBgn0034066,0.000,0.078
FBgn0034067,0.122,0.178
FBgn0034068,0.062,0.229
FBgn0034069,0.000,0.000
FBgn0034070,0.108,0.000
FBgn0034071,0.192,0.101
FBgn0034072,0.195,0.009
FBgn0034073,0.241,0.000
FBgn0034075,0.425,0.377
FBgn0034076,0.172,0.165
FBgn0034081,0.130,0.052
FBgn0034082,0.144,0.480
FBgn0034083,0.108,0.203
FBgn0034084,0.195,0.191
FBgn0034085,0.165,0.188
FBgn0034086,0.145,0.248
FBgn0034087,0.279,0.186
FBgn0034091,0.067,0.304
FBgn0034093,0.027,0.094
FBgn0034094,0.011,0.000
FBgn0034095,0.000,0.010
FBgn0034096,0.042,0.000
FBgn0034097,0.000,0.238
FBgn0034098,0.164,0.000
FBgn0034099,0.011,0.145
FBgn0034103,0.000,0.011
FBgn0034104,0.007,0.149
FBgn0034105,0.098,0.216
FBgn0034106,0.000,0.122
FBgn0034109,0.000,0.089
FBgn0034110,0.108,0.227
FBgn0034113,0.157,0.000
FBgn0034114,0.238,0.000
FBgn0034117,0.213,0.057
FBgn0034118,0.096,0.240
FBgn0034120,0.015,0.000
FBgn0034121,0.050,0.338
FBgn0034122,0.000,0.211
FBgn0034126,0.300,0.086
FBgn0034127,0.095,0.405
FBgn0034128,0.003,0.120
FBgn0034129,0.003,0.175
FBgn0034131,0.050,0.177
FBgn0034132,0.032,0.165
FBgn0034133,0.134,0.318
FBgn0034135,0.139,0.139
FBgn0034136,0.000,0.161
FBgn0034137,0.063,0.065
FBgn0034138,0.011,0.016
FBgn0034139,0.289,0.299
FBgn0034140,0.778,0.699
FBgn0034141,0.163,0.000
FBgn0034142,0.220,0.301
FBgn0034143,0.309,0.230
FBgn0034144,0.004,0.319
FBgn0034145,0.450,0.410
FBgn0034151,0.195,0.290
FBgn0034152,0.000,0.267
FBgn0034153,0.000,0.334
FBgn0034154,0.100,0.056
FBgn0034155,0.377,0.000
FBgn0034156,0.020,0.420
FBgn0034157,0.021,0.040
FBgn0034158,0.184,0.190
FBgn0034159,0.026,0.000
FBgn0034160,0.275,0.372
FBgn0034162,0.209,0.187
FBgn0034165,0.153,0.065
FBgn0034166,0.038,0.000
FBgn0034168,0.000,0.042
FBgn0034172,0.000,0.087
FBgn0034173,0.000,0.101
FBgn0034175,0.036,0.272
FBgn0034176,0.144,0.072
FBgn0034177,0.119,0.000
FBgn0034179,0.253,0.245
FBgn0034180,0.284,0.130
FBgn0034181,0.124,0.259
FBgn0034182,0.194,0.349
FBgn0034183,0.125,0.296
FBgn0034184,0.265,0.251
FBgn0034186,0.294,0.059
FBgn0034187,0.403,0.148
FBgn0034191,0.249,0.096
FBgn0034194,0.084,0.261
FBgn0034195,0.108,0.192
FBgn0034196,0.042,0.205
FBgn0034197,0.227,0.234
FBgn0034198,0.265,0.386
FBgn0034199,0.185,0.360
FBgn0034200,0.309,0.338
FBgn0034201,0.191,0.055
FBgn0034202,0.027,0.180
FBgn0034204,0.172,0.000
FBgn0034205,0.073,0.454
FBgn0034206,0.032,0.000
FBgn0034210,0.043,0.097
FBgn0034214,0.300,0.371
FBgn0034215,0.143,0.094
FBgn0034217,0.089,0.071
FBgn0034218,0.099,0.008
FBgn0034219,0.313,0.398
FBgn0034221,0.485,0.644
FBgn0034223,0.253,0.106
FBgn0034224,0.072,0.011
FBgn0034225,0.188,0.296
FBgn0034229,0.361,0.477
FBgn0034230,0.275,0.269
FBgn0034231,0.000,0.000
FBgn0034232,0.000,0.000
FBgn0034237,0.095,0.231
FBgn0034240,0.000,0.049
FBgn0034242,0.007,0.739
FBgn0034243,0.137,0.093
FBgn0034245,0.026,0.029
FBgn0034246,0.158,0.139
FBgn0034247,0.239,0.074
FBgn0034248,0.137,0.101
FBgn0034249,0.093,0.027
FBgn0034251,0.000,0.415
FBgn0034253,0.049,0.091
FBgn0034255,0.021,0.006
FBgn0034258,0.029,0.294
FBgn0034259,0.137,0.102
FBgn0034261,0.194,0.212
FBgn0034262,0.242,0.082
FBgn0034263,0.000,0.400
FBgn0034264,0.000,0.155
FBgn0034265,0.179,0.000
FBgn0034266,0.333,0.095
FBgn0034267,0.213,0.136
FBgn0034269,0.070,0.231
FBgn0034270,0.378,0.010
FBgn0034271,0.132,0.156
FBgn0034272,0.000,0.007
FBgn0034274,0.000,0.270
FBgn0034275,0.159,0.353
FBgn0034276,0.413,0.286
FBgn0034277,0.091,0.219
FBgn0034278,0.000,0.207
FBgn0034279,0.000,0.000
FBgn0034281,0.037,0.000
FBgn0034282,0.175,0.000
FBgn0034283,0.000,0.000
FBgn0034284,0.017,0.000
FBgn0034286,0.128,0.000
FBgn0034288,0.000,0.000
FBgn0034289,0.469,0.578
FBgn0034290,0.275,0.272
FBgn0034291,0.435,0.328
FBgn0034292,0.279,0.311
FBgn0034293,0.173,0.109
FBgn0034294,0.155,0.221
FBgn0034295,0.357,0.329
FBgn0034296,0.357,0.340
FBgn0034299,0.141,0.000
FBgn0034300,0.187,0.000
FBgn0034301,0.000,0.000
FBgn0034304,0.241,0.000
FBgn0034307,0.123,0.000
FBgn0034308,0.001,0.084
FBgn0034310,0.102,0.067
FBgn0034312,0.238,0.120
FBgn0034313,0.150,0.097
FBgn0034314,0.144,0.042
FBgn0034315,0.078,0.102
FBgn0034317,0.647,0.675
FBgn0034318,0.487,0.442
FBgn0034321,0.229,0.087
FBgn0034322,0.000,0.000
FBgn0034323,0.023,0.003
FBgn0034324,0.117,0.000
FBgn0034325,0.067,0.151
FBgn0034326,0.128,0.038
FBgn0034327,0.074,0.261
FBgn0034328,0.000,0.000
FBgn0034330,0.471,0.532
FBgn0034331,0.265,0.302
FBgn0034335,0.698,0.725
FBgn0034345,0.058,0.029
FBgn0034346,0.106,0.087
FBgn0034351,0.290,0.105
FBgn0034352,0.000,0.316
FBgn0034354,0.244,0.255
FBgn0034356,0.298,0.456
FBgn0034360,0.256,0.083
FBgn0034361,0.053,0.000
FBgn0034362,0.206,0.016
FBgn0034363,0.051,0.092
FBgn0034365,0.217,0.168
FBgn0034366,0.087,0.007
FBgn0034367,0.053,0.083
FBgn0034368,0.000,0.000
FBgn0034371,0.105,0.081
FBgn0034374,0.000,0.313
FBgn0034377,0.107,0.124
FBgn0034379,0.123,0.167
FBgn0034380,0.185,0.319
FBgn0034381,0.026,0.254
FBgn0034382,0.287,0.271
FBgn0034383,0.000,0.112
FBgn0034387,0.363,0.568
FBgn0034389,0.255,0.215
FBgn0034390,0.030,0.000
FBgn0034391,0.182,0.150
FBgn0034392,0.058,0.106
FBgn0034394,0.261,0.236
FBgn0034396,0.061,0.003
FBgn0034397,0.094,0.000
FBgn0034398,0.522,0.389
FBgn0034399,0.461,0.307
FBgn0034400,0.034,0.146
FBgn0034401,0.056,0.356
FBgn0034402,0.000,0.044
FBgn0034403,0.312,0.015
FBgn0034405,0.574,0.619
FBgn0034406,0.273,0.277
FBgn0034407,0.266,0.271
FBgn0034408,0.132,0.075
FBgn0034410,0.114,0.434
FBgn0034411,0.116,0.232
FBgn0034413,0.067,0.112
FBgn0034415,0.119,0.464
FBgn0034416,0.000,0.461
FBgn0034417,0.019,0.326
FBgn0034418,0.078,0.081
FBgn0034419,0.148,0.239
FBgn0034420,0.421,0.435
FBgn0034422,0.271,0.060
FBgn0034423,0.000,0.461
FBgn0034425,0.066,0.062
FBgn0034426,0.000,0.000
FBgn0034427,0.007,0.055
FBgn0034428,0.067,0.000
FBgn0034429,0.000,0.000
FBgn0034430,0.034,0.129
FBgn0034432,0.159,0.329
FBgn0034433,0.033,0.046
FBgn0034435,0.000,0.461
FBgn0034436,0.267,0.412
FBgn0034437,0.036,0.057
FBgn0034438,0.292,0.543
FBgn0034439,0.110,0.109
FBgn0034440,0.091,0.121
FBgn0034441,0.050,0.067
FBgn0034442,0.050,0.028
FBgn0034443,0.000,0.041
FBgn0034446,0.000,0.048
FBgn0034447,0.256,0.242
FBgn0034451,0.115,0.000
FBgn0034452,0.141,0.064
FBgn0034454,0.000,0.054
FBgn0034455,0.000,0.189
FBgn0034456,0.000,0.014
FBgn0034457,0.012,0.000
FBgn0034458,0.122,0.099
FBgn0034459,0.000,0.453
FBgn0034460,0.000,0.000
FBgn0034461,0.012,0.139
FBgn0034462,0.000,0.083
FBgn0034463,0.000,0.375
FBgn0034464,0.000,0.255
FBgn0034467,0.424,0.149
FBgn0034468,0.582,0.617
FBgn0034470,0.451,0.600
FBgn0034471,0.509,0.467
FBgn0034472,0.008,0.238
FBgn0034473,0.076,0.061
FBgn0034474,0.111,0.509
FBgn0034475,0.093,0.173
FBgn0034476,0.137,0.134
FBgn0034477,0.000,0.426
FBgn0034478,0.033,0.248
FBgn0034479,0.577,0.333
FBgn0034480,0.574,0.606
FBgn0034481,0.000,0.057
FBgn0034483,0.060,0.190
FBgn0034484,0.171,0.525
FBgn0034485,0.204,0.417
FBgn0034487,0.000,0.398
FBgn0034488,0.090,0.024
FBgn0034489,0.062,0.068
FBgn0034490,0.000,0.097
FBgn0034491,0.001,0.049
FBgn0034493,0.331,0.149
FBgn0034494,0.473,0.503
FBgn0034495,0.109,0.000
FBgn0034496,0.047,0.058
FBgn0034497,0.346,0.324
FBgn0034498,0.034,0.106
FBgn0034499,0.000,0.141
FBgn0034500,0.218,0.151
FBgn0034501,0.438,0.431
FBgn0034502,0.000,0.165
FBgn0034503,0.045,0.097
FBgn0034504,0.064,0.000
FBgn0034505,0.028,0.261
FBgn0034506,0.000,0.462
FBgn0034507,0.084,0.000
FBgn0034509,0.194,0.313
FBgn0034510,0.000,0.111
FBgn0034511,0.450,0.405
FBgn0034512,0.549,0.489
FBgn0034513,0.000,0.000
FBgn0034514,0.141,0.000
FBgn0034515,0.190,0.067
FBgn0034517,0.024,0.000
FBgn0034520,0.000,0.000
FBgn0034521,0.154,0.299
FBgn0034523,0.000,0.026
FBgn0034527,0.214,0.085
FBgn0034528,0.221,0.000
FBgn0034529,0.024,0.050
FBgn0034530,0.081,0.000
FBgn0034532,0.025,0.345
FBgn0034534,0.068,0.075
FBgn0034535,0.066,0.160
FBgn0034537,0.151,0.000
FBgn0034538,0.194,0.090
FBgn0034539,0.000,0.000
FBgn0034540,0.079,0.035
FBgn0034541,0.004,0.000
FBgn0034542,0.134,0.145
FBgn0034543,0.295,0.205
FBgn0034545,0.116,0.029
FBgn0034546,0.000,0.151
FBgn0034548,0.012,0.000
FBgn0034551,0.050,0.013
FBgn0034552,0.000,0.017
FBgn0034553,0.126,0.129
FBgn0034554,0.265,0.188
FBgn0034558,0.065,0.000
FBgn0034560,0.021,0.372
FBgn0034563,0.000,0.243
FBgn0034564,0.000,0.021
FBgn0034565,0.037,0.114
FBgn0034566,0.000,0.520
FBgn0034567,0.069,0.005
FBgn0034568,0.000,0.000
FBgn0034569,0.156,0.040
FBgn0034570,0.000,0.000
FBgn0034572,0.152,0.000
FBgn0034573,0.000,0.115
FBgn0034576,0.097,0.199
FBgn0034577,0.095,0.040
FBgn0034578,0.026,0.029
FBgn0034579,0.155,0.128
FBgn0034580,0.291,0.378
FBgn0034582,0.251,0.379
FBgn0034583,0.085,0.246
FBgn0034585,0.042,0.142
FBgn0034588,0.320,0.524
FBgn0034590,0.133,0.000
FBgn0034592,0.024,0.274
FBgn0034595,0.000,0.251
FBgn0034598,0.069,0.158
FBgn0034599,0.037,0.054
FBgn0034601,0.020,0.173
FBgn0034602,0.116,0.057
FBgn0034605,0.245,0.402
FBgn0034606,0.114,0.139
FBgn0034611,0.061,0.063
FBgn0034612,0.093,0.023
FBgn0034614,0.229,0.053
FBgn0034617,0.205,0.000
FBgn0034618,0.418,0.404
FBgn0034622,0.004,0.072
FBgn0034623,0.000,0.031
FBgn0034624,0.009,0.000
FBgn0034626,0.171,0.119
FBgn0034627,0.023,0.048
FBgn0034628,0.592,0.513
FBgn0034629,0.730,0.537
FBgn0034631,0.000,0.218
FBgn0034634,0.132,0.176
FBgn0034636,0.000,0.021
FBgn0034638,0.469,0.323
FBgn0034639,0.207,0.090
FBgn0034641,0.161,0.000
FBgn0034642,0.097,0.066
FBgn0034643,0.147,0.155
FBgn0034644,0.365,0.221
FBgn0034645,0.242,0.332
FBgn0034646,0.165,0.508
FBgn0034647,0.173,0.281
FBgn0034650,0.047,0.076
FBgn0034651,0.000,0.238
FBgn0034654,0.068,0.239
FBgn0034655,0.183,0.272
